id;gender;yearofstudy;outdegree;indegree;popular;averageChar;dayactive;send.day34th.friends;send.friends
1202;1;2;1;2;3;24.5;36;36;2
1203;1;2;1;1;2;9.5;16;16;2
1204;2;1;0;2;2;1;36;36;1
1205;1;4;1;0;1;12;12;12;2
1206;2;5;1;5;6;6.5;36;36;2
1207;2;5;3;4;7;12.5;36;39;4
1208;2;2;0;10;10;1;36;36;1
1209;2;3;3;4;7;40.875;36;36;4
1210;1;1;0;2;2;1;28;28;1
1211;2;2;8;11;19;36.6111111111111;36;44;9
1212;1;4;0;1;1;1;20;20;1
1213;1;1;14;8;22;30.2068965517241;36;40;15
1214;2;2;12;6;18;106.404761904762;36;37;13
1215;2;2;27;15;42;60.8767123287671;36;44;28
1216;2;5;3;12;15;39.5;36;43;4
1217;2;3;12;26;38;71.0344827586207;36;48;13
1218;2;2;1;2;3;19;37;37;2
1219;1;2;4;4;8;77.4;36;37;5
1220;1;1;1;2;3;129;28;28;2
1221;2;4;0;1;1;1;36;36;1
1222;1;4;0;1;1;1;36;36;1
1223;2;3;2;3;5;57.5;37;37;3
1224;1;1;8;9;17;90.7368421052632;37;39;9
1225;1;1;2;2;4;50.75;37;37;3
1226;1;2;2;3;5;68.75;29;37;3
1227;1;2;13;18;31;64.4545454545455;37;41;14
1228;1;1;2;2;4;57.5;36;44;3
1229;2;5;0;1;1;1;37;37;1
1230;1;1;0;4;4;1;37;37;1
1231;2;3;28;32;60;74.8648648648649;37;75;29
1232;2;1;0;2;2;1;36;36;1
1233;1;5;4;1;5;86.8333333333333;22;41;5
1234;1;1;11;10;21;68;37;39;12
1235;1;1;8;5;13;119.904761904762;37;43;9
1236;2;1;76;23;99;76.5221518987342;28;42;77
1237;1;1;13;12;25;76.4285714285714;36;60;14
1238;2;2;9;11;20;231.733333333333;37;80;10
1239;1;2;2;3;5;28.3333333333333;34;37;3
1240;1;2;3;2;5;149;37;37;4
1241;1;1;4;7;11;91.4166666666667;36;43;5
1242;1;3;1;1;2;12;36;36;2
1243;1;2;1;2;3;18.6666666666667;37;37;2
1244;2;2;13;26;39;123.636363636364;37;50;14
1245;2;2;1;1;2;42;37;37;2
1246;1;3;28;32;60;154.738317757009;37;42;29
1247;2;4;2;3;5;27.6666666666667;37;40;3
1248;2;2;23;23;46;87.5789473684211;37;39;24
1249;2;2;2;3;5;38;37;37;3
1250;1;2;0;1;1;1;37;37;1
1251;2;1;0;5;5;1;37;37;1
1252;1;6;4;7;11;372.352941176471;37;46;5
1253;2;2;37;30;67;216.705882352941;37;76;38
1254;1;4;1;2;3;58.5;37;37;2
1255;2;3;54;63;117;68.3282051282051;37;61;55
1256;2;2;6;7;13;24.9166666666667;37;37;7
1257;2;2;0;1;1;1;37;37;1
1258;1;2;1;1;2;9.5;36;36;2
1259;1;3;1;1;2;17;37;37;2
1260;2;1;16;33;49;113.391304347826;35;43;17
1261;2;3;1;5;6;172;37;37;2
1262;1;2;4;7;11;190.333333333333;38;43;5
1263;1;3;1;1;2;28;36;36;2
1264;1;1;3;3;6;14.2;12;39;4
1265;1;3;2;5;7;29.8;38;52;3
1266;1;1;0;1;1;1;37;37;1
1267;1;3;3;2;5;56.4615384615385;36;42;4
1268;2;2;8;7;15;145.307692307692;38;41;9
1269;1;2;43;20;63;46.7868852459016;28;44;44
1270;1;1;9;12;21;79.9411764705882;38;57;10
1271;1;3;6;7;13;97.6666666666667;37;41;7
1272;1;6;21;10;31;43.2666666666667;38;44;22
1273;1;2;2;4;6;32.3333333333333;38;38;3
1274;1;3;6;7;13;334.88;38;43;7
1275;1;1;0;1;1;1;37;37;1
1276;2;1;0;2;2;1;38;38;1
1277;1;2;0;1;1;1;32;32;1
1278;1;1;0;1;1;1;38;38;1
1279;2;2;4;8;12;86.6666666666667;38;39;5
1280;2;2;46;44;90;158.458823529412;38;80;47
1281;2;2;100;64;164;72.9934640522876;38;43;101
1282;2;3;10;10;20;186.333333333333;37;85;11
1283;1;2;125;96;221;40.0483870967742;38;41;126
1284;2;1;25;28;53;61.0714285714286;38;42;26
1285;1;2;43;35;78;185.909722222222;38;84;44
1286;2;3;8;3;11;25.8333333333333;38;41;9
1287;1;2;7;11;18;96.6153846153846;38;43;8
1288;1;2;1;1;2;4;38;38;2
1289;1;1;3;6;9;61.8;38;56;4
1290;1;1;5;2;7;55.7857142857143;38;40;6
1291;2;2;10;12;22;65.24;38;46;11
1292;1;2;7;6;13;81.75;36;43;8
1293;1;4;0;1;1;1;38;38;1
1294;2;3;2;7;9;61;38;41;3
1295;2;1;7;9;16;120.807692307692;38;43;8
1296;2;1;0;7;7;1;38;38;1
1297;1;3;10;10;20;61.6666666666667;39;55;11
1298;2;2;4;5;9;135.25;37;39;5
1299;2;4;1;11;12;18.75;39;39;2
1300;2;1;1;1;2;61;39;39;2
1301;2;1;0;2;2;1;29;29;1
1302;2;1;13;21;34;58.7931034482759;39;41;14
1303;1;3;1;1;2;28.5;9;9;2
1304;2;2;3;6;9;302.714285714286;39;61;4
1305;1;1;1;1;2;1.5;28;28;2
1306;1;4;3;3;6;94.625;39;39;4
1307;1;2;0;1;1;1;38;38;1
1308;2;4;6;9;15;115.48;38;100;7
1309;1;2;0;1;1;1;36;36;1
1310;1;4;9;12;21;417.235294117647;39;41;10
1311;1;4;1;1;2;2;39;39;2
1312;2;2;26;26;52;60.9760956175299;39;58;27
1313;2;4;25;26;51;169.822485207101;39;86;26
1314;1;2;3;4;7;211.97619047619;39;51;4
1315;1;1;4;5;9;278.333333333333;39;40;5
1316;2;1;7;8;15;47.4615384615385;39;97;8
1317;1;1;15;18;33;69.4230769230769;37;43;16
1318;1;2;0;1;1;1;38;38;1
1319;1;3;5;4;9;137.857142857143;37;50;6
1320;1;2;2;2;4;27.6666666666667;31;40;3
1321;2;1;2;3;5;142.75;39;41;3
1322;2;3;0;2;2;1;39;39;1
1323;1;2;3;5;8;100.571428571429;39;40;4
1324;2;1;0;2;2;1;40;40;1
1325;1;2;8;8;16;54.5;39;41;9
1326;1;2;17;15;32;68.6451612903226;36;43;18
1327;1;5;2;1;3;51.75;6;40;3
1328;1;1;14;6;20;69.0357142857143;39;44;15
1329;1;4;6;11;17;42.4666666666667;40;56;7
1330;1;1;0;1;1;1;37;37;1
1331;1;1;3;0;3;32.25;40;41;4
1332;1;2;34;25;59;60.6282051282051;40;129;35
1333;1;2;1;0;1;65;9;9;2
1334;2;2;3;4;7;29;40;40;4
1335;1;2;7;13;20;35.9090909090909;40;44;8
1336;2;1;1;5;6;26;40;40;2
1337;2;3;0;2;2;1;40;40;1
1338;2;2;29;26;55;63.0421052631579;40;48;30
1339;1;3;40;32;72;87.0155440414508;40;49;41
1340;1;2;12;15;27;48.6086956521739;22;44;13
1341;1;4;0;1;1;1;39;39;1
1342;2;2;8;15;23;240.076923076923;41;86;9
1343;2;3;28;27;55;181.073333333333;41;80;29
1344;2;3;16;17;33;91.8780487804878;37;117;17
1345;1;2;0;1;1;1;19;19;1
1346;2;2;26;35;61;136.72;41;85;27
1347;1;1;0;1;1;1;41;41;1
1348;1;1;0;2;2;1;39;39;1
1349;1;3;9;15;24;43.1724137931034;41;45;10
1350;2;1;3;8;11;44.6153846153846;41;41;4
1351;2;1;0;3;3;1;41;41;1
1352;1;1;3;5;8;175;41;41;4
1353;2;3;2;5;7;49.3333333333333;40;42;3
1354;1;4;5;7;12;47;41;43;6
1355;1;4;3;4;7;17;41;59;4
1356;1;3;7;9;16;75.0769230769231;41;47;8
1357;1;5;0;1;1;1;41;41;1
1358;1;2;13;3;16;36.2272727272727;41;42;14
1359;2;2;13;15;28;56.0322580645161;41;43;14
1360;1;1;0;1;1;1;35;35;1
1361;1;3;1;2;3;12;41;41;2
1362;2;3;14;19;33;241.129032258065;38;109;15
1363;2;1;0;4;4;1;41;41;1
1364;1;3;3;3;6;98.5714285714286;41;42;4
1365;2;1;13;16;29;188.4;41;53;14
1366;1;2;0;1;1;1;40;40;1
1367;1;1;5;6;11;67.2727272727273;41;43;6
1368;1;2;3;2;5;72.5;13;51;4
1369;1;1;2;2;4;17;13;44;3
1370;1;2;2;2;4;33;41;42;3
1371;1;1;1;3;4;15;42;42;2
1372;2;2;0;8;8;1;42;42;1
1373;1;2;25;16;41;68.3673469387755;12;43;26
1374;1;2;1;5;6;28.6666666666667;42;42;2
1375;2;1;11;6;17;86.1470588235294;41;45;12
1376;2;2;1;5;6;12;42;42;2
1377;1;2;4;10;14;26.8333333333333;42;44;5
1378;1;1;2;3;5;94.5;42;55;3
1379;1;2;13;13;26;53.6153846153846;38;44;14
1380;2;4;1;4;5;92;25;25;2
1381;1;2;17;17;34;57.311320754717;42;43;18
1382;1;1;2;2;4;43;41;42;3
1383;1;1;14;11;25;69.0224719101124;41;51;15
1384;2;1;3;9;12;45.6;42;42;4
1385;2;2;0;3;3;1;42;42;1
1386;2;1;2;4;6;55;42;42;3
1387;2;3;17;14;31;50.5176470588235;42;57;18
1388;1;2;0;1;1;1;42;42;1
1389;1;3;0;1;1;1;42;42;1
1390;2;1;0;2;2;1;42;42;1
1391;2;2;1;5;6;64.3333333333333;41;41;2
1392;2;1;0;2;2;1;42;42;1
1393;2;1;13;11;24;168.463414634146;42;47;14
1394;2;3;0;2;2;1;42;42;1
1395;2;2;13;15;28;206.030303030303;42;105;14
1396;1;2;3;1;4;30.5;42;54;4
1397;1;1;9;9;18;77.5;12;92;10
1398;1;2;4;4;8;110.545454545455;37;44;5
1399;1;2;3;2;5;13.6666666666667;42;42;4
1400;2;3;4;4;8;72;42;42;5
1401;1;3;4;5;9;62.5555555555556;42;47;5
1402;2;1;59;59;118;38.0440251572327;42;44;60
1403;1;1;15;17;32;324.820512820513;42;56;16
1404;1;2;2;0;2;19.75;32;42;3
1405;2;1;2;1;3;24.25;40;42;3
1406;1;2;34;24;58;85.0555555555556;42;59;35
1407;2;1;1;2;3;180;42;42;2
1408;1;2;4;6;10;135.818181818182;42;75;5
1409;1;3;4;4;8;199.5;42;45;5
1410;1;1;2;2;4;59.6;42;43;3
1411;1;3;0;1;1;1;21;21;1
1412;2;1;4;10;14;101.142857142857;43;45;5
1413;1;3;16;17;33;166.567567567568;42;61;17
1414;1;4;1;2;3;17;42;42;2
1415;1;2;6;8;14;283.666666666667;43;47;7
1416;1;1;12;3;15;120.55;41;44;13
1417;2;1;4;17;21;83.2;43;47;5
1418;2;4;0;1;1;1;42;42;1
1419;2;3;1;8;9;29;43;43;2
1420;2;1;3;11;14;64;43;43;4
1421;2;1;7;12;19;47.875;43;45;8
1422;1;1;2;2;4;175.8;38;43;3
1423;1;1;10;13;23;227.794871794872;43;49;11
1424;1;1;4;5;9;12.6666666666667;43;43;5
1425;1;2;6;7;13;105.166666666667;43;44;7
1426;2;1;5;11;16;46.125;43;56;6
1427;1;2;2;4;6;23.3333333333333;43;43;3
1428;2;3;0;1;1;1;43;43;1
1429;1;2;2;2;4;11.3333333333333;42;43;3
1430;2;3;0;3;3;1;43;43;1
1431;2;3;4;5;9;200;43;50;5
1432;1;2;0;1;1;1;43;43;1
1433;1;2;10;8;18;104.083333333333;43;44;11
1434;2;3;30;19;49;89.1379310344828;43;79;31
1435;2;4;2;3;5;116.5;43;43;3
1436;2;4;16;18;34;59.5897435897436;43;120;17
1437;2;2;3;3;6;30;43;49;4
1438;1;1;5;4;9;121.647058823529;43;44;6
1439;1;5;1;0;1;5.5;44;44;2
1440;1;2;18;18;36;90.4411764705882;43;57;19
1441;1;2;3;4;7;65.7692307692308;44;44;4
1442;1;3;2;2;4;51;43;44;3
1443;2;2;2;3;5;37.5;44;44;3
1444;2;2;6;10;16;52.2941176470588;44;46;7
1445;2;1;0;4;4;1;43;43;1
1446;1;2;1;2;3;4;44;44;2
1447;1;2;3;4;7;92.8333333333333;43;50;4
1448;1;1;0;3;3;1;42;42;1
1449;1;2;7;20;27;38.125;44;46;8
1450;2;3;0;1;1;1;44;44;1
1451;2;1;0;2;2;1;43;43;1
1452;2;1;3;4;7;105.166666666667;43;156;4
1453;2;2;0;5;5;1;43;43;1
1454;1;2;1;3;4;25.3333333333333;44;44;2
1455;2;4;0;1;1;1;37;37;1
1456;2;1;0;1;1;1;42;42;1
1457;2;2;0;1;1;1;9;9;1
1458;2;1;0;1;1;1;22;22;1
1459;2;2;0;1;1;1;19;19;1
1460;2;1;0;1;1;1;20;20;1
1461;1;1;1;3;4;19.5;44;44;2
1462;1;2;0;1;1;1;44;44;1
1463;2;1;10;11;21;30.6190476190476;44;44;11
1464;2;3;0;1;1;1;41;41;1
1465;2;1;0;1;1;1;29;29;1
1466;2;1;0;2;2;1;28;28;1
1467;2;2;2;5;7;169;44;91;3
1468;2;1;7;7;14;69;44;62;8
1469;1;1;0;1;1;1;44;44;1
1470;2;3;0;4;4;1;44;44;1
1471;2;2;0;1;1;1;41;41;1
1472;1;2;19;20;39;218.15;43;113;20
1473;2;2;0;1;1;1;15;15;1
1474;1;2;5;5;10;23.5555555555556;44;60;6
1475;2;3;2;2;4;68;44;52;3
1476;1;1;2;2;4;94.2;44;44;3
1477;2;2;0;1;1;1;42;42;1
1478;2;2;0;3;3;1;44;44;1
1479;1;2;2;3;5;132;8;45;3
1480;1;1;2;3;5;73;44;45;3
1481;1;2;0;1;1;1;40;40;1
1482;2;3;0;2;2;1;45;45;1
1483;2;1;0;1;1;1;45;45;1
1484;2;1;0;1;1;1;45;45;1
1485;2;1;4;11;15;96.875;44;60;5
1486;1;2;1;1;2;19;31;31;2
1487;2;3;19;17;36;207.078947368421;45;89;20
1488;2;3;18;9;27;102.860465116279;43;179;19
1489;2;2;22;19;41;77.6619718309859;44;51;23
1490;1;4;1;1;2;5;42;42;2
1491;2;2;4;8;12;140.555555555556;46;77;5
1492;2;1;1;2;3;91;46;46;2
1493;2;2;9;10;19;91.8372093023256;45;60;10
1494;1;2;0;2;2;1;45;45;1
1495;1;2;0;1;1;1;46;46;1
1496;2;2;2;6;8;65.2;46;46;3
1497;2;1;3;20;23;64.9;46;52;4
1498;1;2;0;1;1;1;45;45;1
1499;1;1;0;1;1;1;46;46;1
1500;1;4;5;6;11;710.846153846154;46;56;6
1501;1;4;1;5;6;59.6666666666667;46;46;2
1502;1;2;5;3;8;19.8181818181818;46;48;6
1503;1;4;1;2;3;18.5;46;46;2
1504;2;4;1;2;3;22.5;7;7;2
1505;2;3;0;7;7;1;46;46;1
1506;2;4;0;1;1;1;47;47;1
1507;2;1;8;7;15;101.25;47;49;9
1508;1;1;10;10;20;104.090909090909;47;48;11
1509;2;4;23;14;37;105.657142857143;47;83;24
1510;2;3;4;9;13;119.5;47;50;5
1511;2;1;0;2;2;1;47;47;1
1512;2;4;0;1;1;1;47;47;1
1513;1;2;5;7;12;64.2;47;67;6
1514;1;3;3;4;7;120.25;48;48;4
1515;1;1;0;2;2;1;47;47;1
1516;1;1;1;2;3;132.5;47;47;2
1517;1;4;14;17;31;90.1818181818182;48;112;15
1518;2;5;4;7;11;23.2;45;51;5
1519;2;1;0;1;1;1;48;48;1
1520;1;3;19;12;31;68.4098360655738;47;60;20
1521;1;2;9;5;14;39.9047619047619;48;51;10
1522;1;2;17;11;28;98.575;48;56;18
1523;1;3;3;2;5;197.666666666667;48;48;4
1524;2;6;0;1;1;1;46;46;1
1525;1;3;0;2;2;1;48;48;1
1526;1;2;2;12;14;14.6666666666667;48;48;3
1527;1;2;1;1;2;26.5;48;48;2
1528;2;4;1;2;3;140;48;48;2
1529;1;2;0;2;2;1;47;47;1
1530;1;1;1;1;2;138;48;48;2
1531;1;6;0;1;1;1;48;48;1
1532;1;3;1;0;1;17;49;49;2
1533;1;1;2;1;3;253.75;7;49;3
1534;2;1;2;3;5;59;49;49;3
1535;2;4;6;4;10;74.875;48;92;7
1536;1;1;0;1;1;1;49;49;1
1537;1;4;2;2;4;94;45;55;3
1538;1;4;0;2;2;1;49;49;1
1539;1;2;65;15;80;42.9112426035503;49;55;66
1540;2;2;35;29;64;175.670886075949;49;83;36
1541;2;3;0;3;3;1;49;49;1
1542;1;3;13;14;27;173.478260869565;47;127;14
1543;1;4;98;41;139;446.402843601896;49;128;99
1544;1;4;0;1;1;1;15;15;1
1545;1;3;14;9;23;34.2545454545455;49;57;15
1546;2;4;14;14;28;60.9375;49;61;15
1547;2;3;0;2;2;1;49;49;1
1548;2;2;8;8;16;184.76;49;79;9
1549;1;1;0;1;1;1;49;49;1
1550;1;3;1;2;3;6;49;49;2
1551;1;2;4;5;9;31.2857142857143;50;51;5
1552;1;3;2;1;3;8.25;50;50;3
1553;2;3;2;4;6;28;50;50;3
1554;2;3;9;9;18;64.4242424242424;50;61;10
1555;2;1;2;2;4;22.6666666666667;49;60;3
1556;1;3;20;8;28;20.156862745098;50;51;21
1557;1;4;6;9;15;22.1818181818182;31;190;7
1558;1;2;0;3;3;1;50;50;1
1559;1;1;0;1;1;1;49;49;1
1560;1;1;0;1;1;1;49;49;1
1561;1;1;3;4;7;36.75;49;58;4
1562;1;4;17;8;25;129.166666666667;50;80;18
1563;2;1;0;2;2;1;50;50;1
1564;1;2;3;1;4;63.4;6;50;4
1565;2;5;26;36;62;92.5402298850575;31;75;27
1566;2;3;1;4;5;22;43;43;2
1567;2;4;0;1;1;1;45;45;1
1568;2;2;10;15;25;119.409090909091;50;61;11
1569;1;1;1;1;2;34;9;9;2
1570;1;3;1;1;2;17.5;50;50;2
1571;1;5;0;1;1;1;50;50;1
1572;2;2;2;2;4;36.6666666666667;49;50;3
1573;2;4;5;16;21;52.1111111111111;50;50;6
1574;1;2;0;1;1;1;17;17;1
1575;1;4;3;3;6;877.454545454545;50;50;4
1576;1;3;9;6;15;79.2307692307692;48;54;10
1577;1;3;3;5;8;129;50;52;4
1578;2;1;5;6;11;138.777777777778;50;51;6
1579;2;2;9;6;15;81.2777777777778;49;51;10
1580;2;1;19;19;38;81.9852941176471;50;59;20
1581;1;1;0;1;1;1;46;46;1
1582;2;1;7;11;18;109.583333333333;50;52;8
1583;1;3;1;2;3;59.5;49;49;2
1584;2;1;1;1;2;44.5;50;50;2
1585;2;2;25;34;59;131.25;50;119;26
1586;1;4;5;3;8;67.6666666666667;50;51;6
1587;2;1;2;12;14;58;45;51;3
1588;1;2;4;4;8;78.5;50;51;5
1589;1;1;0;1;1;1;50;50;1
1590;1;1;1;0;1;29;46;46;2
1591;1;4;0;2;2;1;50;50;1
1592;1;3;1;2;3;177;16;16;2
1593;1;1;0;1;1;1;40;40;1
1594;1;1;6;5;11;116;50;52;7
1595;1;2;0;1;1;1;51;51;1
1596;2;1;2;0;2;8.66666666666667;49;51;3
1597;1;4;0;3;3;1;51;51;1
1598;2;1;90;18;108;51.1165644171779;51;51;91
1599;2;1;0;1;1;1;51;51;1
1600;2;3;0;1;1;1;51;51;1
1601;1;3;43;23;66;147.322916666667;51;162;44
1602;1;2;2;1;3;10.6666666666667;38;58;3
1603;2;4;10;20;30;63.3157894736842;51;57;11
1604;1;4;0;1;1;1;17;17;1
1605;1;2;1;2;3;14;52;52;2
1606;1;1;2;1;3;23.3333333333333;51;52;3
1607;1;2;0;1;1;1;51;51;1
1608;2;4;4;7;11;88.2;51;57;5
1609;2;4;0;1;1;1;52;52;1
1610;2;4;0;1;1;1;49;49;1
1611;2;4;1;1;2;15.5;51;51;2
1612;1;4;0;1;1;1;15;15;1
1613;1;3;0;1;1;1;28;28;1
1614;1;1;1;0;1;12.5;37;37;2
1615;1;1;0;1;1;1;7;7;1
1616;2;3;12;19;31;272.444444444444;52;55;13
1617;1;1;2;2;4;52.3333333333333;50;56;3
1618;2;1;0;5;5;1;53;53;1
1619;1;2;21;11;32;135.45;53;56;22
1620;2;2;0;2;2;1;53;53;1
1621;2;2;2;3;5;48;53;57;3
1622;2;1;0;4;4;1;53;53;1
1623;1;1;3;4;7;145.090909090909;53;55;4
1624;2;4;87;74;161;52.9095163806552;53;156;88
1625;1;2;2;2;4;40.6666666666667;30;54;3
1626;1;4;4;6;10;107.636363636364;53;97;5
1627;1;4;1;3;4;4.5;40;40;2
1628;2;1;0;1;1;1;42;42;1
1629;2;2;7;10;17;109.714285714286;54;151;8
1630;1;2;2;2;4;8;52;55;3
1631;1;6;0;1;1;1;39;39;1
1632;1;1;1;2;3;95.25;54;54;2
1633;1;5;0;2;2;1;54;54;1
1634;1;1;0;1;1;1;54;54;1
1635;1;2;0;2;2;1;9;9;1
1636;1;4;2;5;7;69;54;57;3
1637;2;2;2;5;7;18.3333333333333;55;55;3
1638;1;4;4;1;5;27.1666666666667;55;56;5
1639;2;3;2;4;6;71.6666666666667;55;58;3
1640;2;3;0;2;2;1;55;55;1
1641;2;1;8;14;22;106.722222222222;54;56;9
1642;2;3;9;8;17;82.3823529411765;55;57;10
1643;2;1;0;2;2;1;55;55;1
1644;2;3;42;41;83;167.935483870968;55;105;43
1645;2;4;0;3;3;1;55;55;1
1646;2;2;4;9;13;31.25;55;55;5
1647;2;3;36;31;67;102.581560283688;55;80;37
1648;2;2;20;17;37;116.481481481481;55;57;21
1649;2;1;1;6;7;12.5;55;55;2
1650;2;3;0;1;1;1;55;55;1
1651;1;1;0;1;1;1;56;56;1
1652;2;2;1;3;4;44;55;55;2
1653;1;5;2;2;4;43.6666666666667;26;56;3
1654;1;4;0;1;1;1;43;43;1
1655;2;2;11;15;26;35.3333333333333;56;91;12
1656;1;3;2;3;5;267.75;50;57;3
1657;1;1;20;14;34;36.2058823529412;56;77;21
1658;1;3;2;0;2;31.3333333333333;56;57;3
1659;1;4;0;1;1;1;28;28;1
1660;1;1;0;1;1;1;56;56;1
1661;1;1;2;1;3;32.5;56;57;3
1662;1;3;0;2;2;1;45;45;1
1663;1;4;1;1;2;5;57;57;2
1664;2;1;0;1;1;1;57;57;1
1665;2;1;14;21;35;90.46875;57;57;15
1666;1;4;0;1;1;1;56;56;1
1667;1;4;31;17;48;45.0126582278481;57;87;32
1668;1;2;5;6;11;67.8333333333333;58;58;6
1669;1;4;24;13;37;171.518518518519;57;90;25
1670;2;1;1;1;2;3.5;58;58;2
1671;1;1;1;1;2;83;57;57;2
1672;1;1;1;0;1;93;58;58;2
1673;2;3;5;6;11;22.5714285714286;58;84;6
1674;1;1;0;1;1;1;58;58;1
1675;2;3;14;12;26;260.150943396226;49;138;15
1676;1;2;7;9;16;111.8;38;145;8
1677;1;2;2;1;3;41.6;58;59;3
1678;1;3;7;6;13;82.7777777777778;58;101;8
1679;1;3;3;4;7;177.722222222222;49;58;4
1680;1;1;1;3;4;67;58;58;2
1681;1;3;3;5;8;344.333333333333;58;61;4
1682;2;2;0;2;2;1;59;59;1
1683;2;4;0;2;2;1;58;58;1
1684;2;1;0;1;1;1;40;40;1
1685;1;1;0;1;1;1;59;59;1
1686;1;3;17;13;30;73.5128205128205;59;128;18
1687;2;4;0;1;1;1;16;16;1
1688;1;2;6;6;12;113.882352941176;56;60;7
1689;2;2;0;3;3;1;59;59;1
1690;2;4;3;3;6;38.625;58;60;4
1691;1;3;0;1;1;1;56;56;1
1692;2;4;0;3;3;1;60;60;1
1693;1;3;0;1;1;1;60;60;1
1694;1;3;3;3;6;17;60;62;4
1695;1;2;0;1;1;1;40;40;1
1696;2;1;0;1;1;1;57;57;1
1697;1;3;0;1;1;1;55;55;1
1698;1;2;2;4;6;40;61;101;3
1699;2;2;0;3;3;1;57;57;1
1700;1;3;6;5;11;91.6875;62;153;7
1701;2;1;0;6;6;1;62;62;1
1702;2;1;0;1;1;1;59;59;1
1703;1;4;0;1;1;1;9;9;1
1704;1;4;2;1;3;79.6666666666667;62;63;3
1705;1;1;0;1;1;1;12;12;1
1706;2;3;0;2;2;1;61;61;1
1707;1;3;0;1;1;1;40;40;1
1708;2;2;0;1;1;1;64;64;1
1709;1;2;0;1;1;1;52;52;1
1710;2;3;0;1;1;1;65;65;1
1711;1;3;0;1;1;1;36;36;1
1712;2;2;3;2;5;41.2;68;76;4
1713;1;5;108;74;182;48.9485861182519;71;84;109
1714;2;3;0;1;1;1;41;41;1
1715;2;3;0;3;3;1;71;71;1
1716;1;5;6;5;11;86.8666666666667;56;111;7
1717;1;2;7;5;12;79.7777777777778;72;76;8
1718;2;1;0;1;1;1;66;66;1
1719;2;2;0;2;2;1;72;72;1
1720;2;2;2;2;4;27.3333333333333;69;75;3
1721;1;2;1;1;2;83.6666666666667;17;17;2
1722;2;5;0;1;1;1;43;43;1
1723;2;2;1;1;2;6.5;75;75;2
1724;2;2;22;22;44;121.808823529412;19;152;23
1725;1;3;3;3;6;46.6;64;77;4
1726;2;1;0;1;1;1;41;41;1
1727;1;2;15;6;21;108.416666666667;68;87;16
1728;2;3;2;4;6;156;77;77;3
1729;1;2;0;1;1;1;10;10;1
1730;2;2;11;10;21;132.727272727273;69;133;12
1731;2;1;3;8;11;34.4;64;97;4
1732;2;3;2;2;4;50.3333333333333;76;78;3
1733;2;2;1;1;2;15;60;60;2
1734;1;2;2;3;5;67.3333333333333;80;80;3
1735;1;1;0;1;1;1;78;78;1
1736;1;4;2;1;3;6.66666666666667;58;81;3
1737;1;5;12;8;20;49.3333333333333;80;84;13
1738;1;2;4;6;10;176.3;82;83;5
1739;2;1;3;6;9;33;82;82;4
1740;2;1;1;1;2;123.333333333333;54;54;2
1741;1;6;30;7;37;131.684210526316;8;125;31
1742;2;5;1;8;9;110;86;86;2
1743;2;3;0;2;2;1;84;84;1
1744;1;4;4;5;9;211.5;85;89;5
1745;2;2;0;2;2;1;86;86;1
1746;1;2;3;4;7;23.75;87;87;4
1747;2;1;0;1;1;1;87;87;1
1748;2;2;14;15;29;78.5405405405405;46;108;15
1749;2;3;7;12;19;83.4545454545455;87;90;8
1750;1;3;11;8;19;196.382352941176;87;126;12
1751;1;6;0;1;1;1;37;37;1
1752;1;1;2;3;5;111.333333333333;88;91;3
1753;2;2;0;2;2;1;75;75;1
1754;1;3;1;2;3;58.4;62;62;2
1755;2;2;1;1;2;34.5;16;16;2
1756;1;1;31;23;54;160.08875739645;7;128;32
1757;1;4;0;1;1;1;62;62;1
1758;1;3;6;5;11;262.5;92;110;7
1759;2;2;0;1;1;1;71;71;1
1760;2;3;0;2;2;1;89;89;1
1761;1;1;0;1;1;1;98;98;1
1762;1;2;4;3;7;129.423076923077;98;99;5
1763;1;4;1;2;3;12.6666666666667;99;99;2
1764;2;2;0;1;1;1;8;8;1
1765;2;2;2;2;4;282;98;103;3
1766;1;2;0;1;1;1;82;82;1
1767;2;3;0;2;2;1;99;99;1
1768;2;4;0;4;4;1;98;98;1
1769;2;4;0;1;1;1;93;93;1
1770;2;2;0;1;1;1;103;103;1
1771;1;3;11;10;21;95.7307692307692;89;122;12
1772;1;1;3;3;6;467.727272727273;98;114;4
1773;1;3;4;4;8;120.666666666667;106;108;5
1774;1;1;0;1;1;1;64;64;1
1775;2;4;5;5;10;16.75;105;108;6
1776;2;2;0;1;1;1;107;107;1
1777;2;1;0;1;1;1;105;105;1
1778;1;1;1;1;2;151.5;107;107;2
1779;2;2;0;1;1;1;63;63;1
1780;1;2;1;0;1;126.5;105;105;2
1781;2;4;16;16;32;51.4722222222222;111;155;17
1782;1;3;0;1;1;1;112;112;1
1783;1;1;33;24;57;45.3513513513514;112;152;34
1784;1;5;1;1;2;38.2727272727273;112;112;2
1785;1;2;2;1;3;31;13;114;3
1786;1;5;13;8;21;59.4814814814815;115;120;14
1787;1;1;0;1;1;1;47;47;1
1788;2;4;1;5;6;36;118;118;2
1789;2;3;11;11;22;71.3846153846154;118;140;12
1790;1;2;0;1;1;1;115;115;1
1791;1;5;3;2;5;149.25;118;153;4
1792;2;3;16;18;34;222.65625;120;121;17
1793;1;2;1;2;3;48;29;29;2
1794;2;3;0;1;1;1;64;64;1
1795;1;5;0;1;1;1;115;115;1
1796;2;1;13;18;31;470;124;128;14
